IDN,NSN,common_name,Price,UI,AAC,Batch,ParentID
,7110-01-622-2147,Executive Office Chair,492.92,EA,H,KVPMSCA4825,5110-01-181-7030
,7110-01-622-2148,Executive Office Chair,405.08,EA,H,KVPMSCA4826,5110-01-060-1701
,7110-01-622-2149,Executive Office Chair,492.92,EA,H,KVPMSCA4827,5110-01-068-5253
,7110-01-622-2150,Executive Office Chair,422.33,EA,H,KVPMSCA4828,5110-01-181-7030
,7110-01-622-2151,Executive Office Chair,399.8,EA,H,KVPMSCA4829,5110-01-060-1701
,7110-01-622-2152,Executive Office Chair,405.08,EA,H,KVPMSCA4830,5110-01-068-5253
,7110-01-622-2153,Executive Office Chair,299.59,EA,H,KVPMSCA4831,5110-01-181-7030
,7110-01-622-2154,Executive Office Chair,527.42,EA,H,KVPMSCA4832,5110-01-060-1701
,7110-01-622-2155,Executive Office Chair,399.8,EA,H,KVPMSCA4833,5110-01-068-5253
,7110-01-622-2156,Executive Office Chair,299.59,EA,H,KVPMSCA4834,5110-01-181-7030
,7110-01-622-2157,Executive Office Chair,405.08,EA,H,KVPMSCA4835,5110-01-060-1701
,7110-01-622-2158,Executive Office Chair,527.42,EA,H,KVPMSCA4836,5110-01-068-5253
,7110-01-622-2159,Executive Office Chair,399.8,EA,H,KVPMSCA4837,5110-01-181-7030
,7110-01-622-2160,Executive Office Chair,299.59,EA,H,KVPMSCA4838,5110-01-060-1701
,7110-01-622-2161,Executive Office Chair,399.8,EA,H,KVPMSCA4839,5110-01-068-5253
,7110-01-622-2162,Executive Office Chair,299.59,EA,H,KVPMSCA4840,5110-01-181-7030
,7110-01-622-2163,Executive Office Chair,852.82,EA,H,KVPMSCA4841,5110-01-060-1701
,7110-01-622-2164,Executive Office Chair,301.59,EA,H,KVPMSCA4842,5110-01-068-5253
,7110-01-622-2165,Executive Office Chair,399.8,EA,H,KVPMSCA4843,5110-01-181-7030
,7110-01-622-2166,Executive Office Chair,887.32,EA,H,KVPMSCA4844,5110-01-060-1701
,7110-01-622-2167,Executive Office Chair,301.59,EA,H,KVPMSCA4845,5110-01-068-5253
,7110-01-622-2168,Executive Office Chair,299.59,EA,H,KVPMSCA4846,5110-01-181-7030
,7110-01-622-2169,Executive Office Chair,399.8,EA,H,KVPMSCA4847,5110-01-060-1701
,7110-01-622-2170,Executive Office Chair,318.84,EA,H,KVPMSCA4848,5110-01-068-5253
,7110-01-622-2171,Executive Office Chair,299.59,EA,H,KVPMSCA4849,5110-01-181-7030
,7110-01-622-2172,Executive Office Chair,405.08,EA,H,KVPMSCA4850,5110-01-060-1701
,7110-01-622-2173,Executive Office Chair,852.82,EA,H,KVPMSCA4851,5110-01-068-5253
,7110-01-622-2174,Executive Office Chair,417.05,EA,H,KVPMSCA4852,5110-01-181-7030
,7110-01-622-2175,Executive Office Chair,301.59,EA,H,KVPMSCA4853,5110-01-060-1701
,7110-01-622-2176,Executive Office Chair,296.31,EA,H,KVPMSCA4854,5110-01-068-5253
,7110-01-622-2177,Executive Office Chair,301.59,EA,H,KVPMSCA4855,5110-01-181-7030
,7110-01-622-2178,Executive Office Chair,887.32,EA,H,KVPMSCA4856,5110-01-060-1701
,7110-01-622-2179,Executive Office Chair,301.59,EA,H,KVPMSCA4857,5110-01-068-5253
,7110-01-622-2180,Executive Office Chair,301.59,EA,H,KVPMSCA4858,5110-01-181-7030
,7110-01-622-2181,Executive Office Chair,852.82,EA,H,KVPMSCA4859,5110-01-060-1701
,7110-01-622-2182,Executive Office Chair,316.84,EA,H,KVPMSCA4860,5110-01-068-5253
,7110-01-622-2183,Executive Office Chair,299.59,EA,H,KVPMSCA4861,5110-01-181-7030
,7110-01-622-2184,Executive Office Chair,301.59,EA,H,KVPMSCA4862,5110-01-060-1701
,7110-01-622-2185,Executive Office Chair,299.59,EA,H,KVPMSCA4863,5110-01-068-5253
,7110-01-622-2186,Executive Office Chair,313.56,EA,H,KVPMSCA4864,5110-01-181-7030
,7110-01-622-2187,Executive Office Chair,852.82,EA,H,KVPMSCA4865,5110-01-060-1701
,7110-01-622-2188,Executive Office Chair,296.31,EA,H,KVPMSCA4866,5110-01-068-5253
,7110-01-622-2189,Executive Office Chair,299.59,EA,H,KVPMSCA4867,5110-01-181-7030
,7110-01-622-2190,Executive Office Chair,318.84,EA,H,KVPMSCA4868,5110-01-060-1701
,7110-01-622-2191,Executive Office Chair,299.59,EA,H,KVPMSCA4869,5110-01-068-5253
,7110-01-622-2192,Executive Office Chair,296.31,EA,H,KVPMSCA4870,5110-01-181-7030
,7110-01-622-2193,Executive Office Chair,299.59,EA,H,KVPMSCA4871,5110-01-060-1701
,7110-01-622-2194,Executive Office Chair,313.56,EA,H,KVPMSCA4872,5110-01-068-5253
,7110-01-622-2195,Executive Office Chair,301.59,EA,H,KVPMSCA4873,5110-01-181-7030
,7110-01-622-2196,Executive Office Chair,852.82,EA,H,KVPMSCA4874,5110-01-060-1701
,7110-01-622-2197,Executive Office Chair,296.31,EA,H,KVPMSCA4875,5110-01-068-5253
,7110-01-622-2198,Executive Office Chair,316.84,EA,H,KVPMSCA4876,5110-01-181-7030
,7110-01-622-2199,Executive Office Chair,301.59,EA,H,KVPMSCA4877,5110-01-060-1701
,7110-01-622-2200,Executive Office Chair,852.82,EA,H,KVPMSCA4878,5110-01-068-5253
,7110-01-622-2201,Executive Office Chair,296.31,EA,H,KVPMSCA4879,5110-01-181-7030
,7110-01-622-2202,Executive Office Chair,318.84,EA,H,KVPMSCA4880,5110-01-060-1701
,7110-01-622-2203,Executive Office Chair,301.59,EA,H,KVPMSCA4881,5110-01-068-5253
,7110-01-622-2204,Executive Office Chair,399.8,EA,H,KVPMSCA4882,5110-01-181-7030
,7110-01-622-2205,Executive Office Chair,301.59,EA,H,KVPMSCA4883,5110-01-060-1701
,7110-01-622-2206,Executive Office Chair,316.84,EA,H,KVPMSCA4884,5110-01-068-5253
,7110-01-622-2207,Executive Office Chair,296.31,EA,H,KVPMSCA4885,5110-01-181-7030
,7110-01-622-2208,Executive Office Chair,296.31,EA,H,KVPMSCA4886,5110-01-060-1701
,7110-01-622-2209,Executive Office Chair,399.8,EA,H,KVPMSCA4887,5110-01-068-5253
,7110-01-622-2210,Executive Office Chair,649.05,EA,H,KVPMSCA4888,5110-01-181-7030
,7110-01-622-2211,Executive Office Chair,296.31,EA,H,KVPMSCA4889,5110-01-060-1701
,7110-01-622-2212,Executive Office Chair,614.55,EA,H,KVPMSCA4890,5110-01-068-5253
,7110-01-622-2213,Executive Office Chair,294.3,EA,H,KVPMSCA4891,5110-01-181-7030
,7110-01-622-2214,Executive Office Chair,649.05,EA,H,KVPMSCA4892,5110-01-060-1701
,7110-01-622-2215,Executive Office Chair,294.3,EA,H,KVPMSCA4893,5110-01-068-5253
,7110-01-622-2216,Executive Office Chair,399.8,EA,H,KVPMSCA4894,5110-01-181-7030
,7110-01-622-2217,Executive Office Chair,614.55,EA,H,KVPMSCA4895,5110-01-060-1701
,7110-01-622-2218,Executive Office Chair,311.55,EA,H,KVPMSCA4896,5110-01-068-5253
,7110-01-622-2219,Executive Office Chair,399.8,EA,H,KVPMSCA4897,5110-01-181-7030
,7110-01-622-2220,Executive Office Chair,614.55,EA,H,KVPMSCA4898,5110-01-060-1701
,7110-01-622-2221,Executive Office Chair,296.31,EA,H,KVPMSCA4899,5110-01-068-5253
,7110-01-622-2222,Executive Office Chair,855.07,EA,H,KVPMSCA4900,5110-01-181-7030
,7110-01-622-2223,Executive Office Chair,626.38,EA,H,KVPMSCA4901,5110-01-060-1701
,7110-01-622-2224,Executive Office Chair,399.8,EA,H,KVPMSCA4902,5110-01-068-5253
,7110-01-622-2225,Executive Office Chair,614.55,EA,H,KVPMSCA4903,5110-01-181-7030
,7110-01-622-2226,Executive Office Chair,645.37,EA,H,KVPMSCA4904,5110-01-060-1701
,7110-01-622-2227,Executive Office Chair,820.57,EA,H,KVPMSCA4905,5110-01-068-5253
,7110-01-622-2228,Executive Office Chair,626.38,EA,H,KVPMSCA4906,5110-01-181-7030
,7110-01-622-2229,Executive Office Chair,614.55,EA,H,KVPMSCA4907,5110-01-060-1701
,7110-01-622-2230,Executive Office Chair,645.37,EA,H,KVPMSCA4908,5110-01-068-5253
,7110-01-622-2231,Executive Office Chair,820.57,EA,H,KVPMSCA4909,5110-01-181-7030
,7110-01-622-2232,Executive Office Chair,610.87,EA,H,KVPMSCA4910,5110-01-060-1701
,7110-01-622-2233,Executive Office Chair,610.87,EA,H,KVPMSCA4911,5110-01-068-5253
,7110-01-622-2234,Executive Office Chair,660.88,EA,H,KVPMSCA4912,5110-01-181-7030
,7110-01-622-2235,Executive Office Chair,820.57,EA,H,KVPMSCA4913,5110-01-060-1701
,7110-01-622-2236,Executive Office Chair,296.31,EA,H,KVPMSCA4914,5110-01-068-5253
,7110-01-622-2237,Executive Office Chair,610.87,EA,H,KVPMSCA4915,5110-01-181-7030
,7110-01-622-2238,Executive Office Chair,645.37,EA,H,KVPMSCA4916,5110-01-060-1701
,7110-01-622-2239,Executive Office Chair,626.38,EA,H,KVPMSCA4917,5110-01-068-5253
,7110-01-622-2240,Executive Office Chair,820.57,EA,H,KVPMSCA4918,5110-01-181-7030
,7110-01-622-2241,Executive Office Chair,296.31,EA,H,KVPMSCA4919,5110-01-060-1701
,7110-01-622-2242,Executive Office Chair,645.37,EA,H,KVPMSCA4920,5110-01-068-5253
,7110-01-622-2243,Executive Office Chair,296.31,EA,H,KVPMSCA4921,5110-01-181-7030
,7110-01-622-2244,Executive Office Chair,626.38,EA,H,KVPMSCA4922,5110-01-060-1701
,7110-01-622-2245,Executive Office Chair,614.55,EA,H,KVPMSCA4923,5110-01-068-5253
,7110-01-622-2246,Executive Office Chair,645.37,EA,H,KVPMSCA4924,5110-01-181-7030
,7110-01-622-2247,Executive Office Chair,610.87,EA,H,KVPMSCA4925,5110-01-060-1701
,7110-01-622-2248,Executive Office Chair,610.87,EA,H,KVPMSCA4926,5110-01-068-5253
,7110-01-622-2249,Executive Office Chair,820.57,EA,H,KVPMSCA4927,5110-01-181-7030
,7110-01-622-2250,Executive Office Chair,645.37,EA,H,KVPMSCA4928,5110-01-060-1701
,7110-01-622-2251,Executive Office Chair,820.57,EA,H,KVPMSCA4929,5110-01-068-5253
,7110-01-622-2252,Executive Office Chair,820.57,EA,H,KVPMSCA4930,5110-01-181-7030
,7110-01-622-2253,Executive Office Chair,820.57,EA,H,KVPMSCA4931,5110-01-060-1701
,7110-01-622-2254,Executive Office Chair,649.05,EA,H,KVPMSCA4932,5110-01-068-5253
,7110-01-622-2255,Executive Office Chair,610.87,EA,H,KVPMSCA4933,5110-01-181-7030
,7110-01-622-2256,Executive Office Chair,610.87,EA,H,KVPMSCA4934,5110-01-060-1701
,7110-01-622-2257,Executive Office Chair,820.57,EA,H,KVPMSCA4935,5110-01-068-5253
,7110-01-622-2258,Executive Office Chair,458.06,EA,H,KVPMSCA4936,5110-01-181-7030
,7110-01-622-2259,Executive Office Chair,820.57,EA,H,KVPMSCA4937,5110-01-060-1701
,7110-01-622-2260,Executive Office Chair,614.55,EA,H,KVPMSCA4938,5110-01-068-5253
,7110-01-622-2261,Executive Office Chair,610.87,EA,H,KVPMSCA4939,5110-01-181-7030
,7110-01-622-2262,Executive Office Chair,692.56,EA,H,KVPMSCA4940,5110-01-060-1701
,7110-01-622-2263,Executive Office Chair,423.56,EA,H,KVPMSCA4941,5110-01-068-5253
,7110-01-622-2264,Executive Office Chair,820.57,EA,H,KVPMSCA4942,5110-01-181-7030
,7110-01-622-2265,Executive Office Chair,614.55,EA,H,KVPMSCA4943,5110-01-060-1701
,7110-01-622-2266,Executive Office Chair,692.56,EA,H,KVPMSCA4944,5110-01-068-5253
,7110-01-622-2267,Executive Office Chair,614.55,EA,H,KVPMSCA4945,5110-01-181-7030
,7110-01-622-2268,Executive Office Chair,675.31,EA,H,KVPMSCA4946,5110-01-060-1701
,7110-01-622-2269,Executive Office Chair,820.57,EA,H,KVPMSCA4947,5110-01-068-5253
,7110-01-622-2270,Executive Office Chair,855.07,EA,H,KVPMSCA4948,5110-01-181-7030
,7110-01-622-2271,Executive Office Chair,614.55,EA,H,KVPMSCA4949,5110-01-060-1701
,7110-01-622-2272,Executive Office Chair,423.56,EA,H,KVPMSCA4950,5110-01-068-5253
,7110-01-622-2273,Executive Office Chair,423.56,EA,H,KVPMSCA4951,5110-01-181-7030
,7110-01-622-2274,Executive Office Chair,649.05,EA,H,KVPMSCA4952,5110-01-060-1701
,7110-01-622-2275,Executive Office Chair,423.56,EA,H,KVPMSCA4953,5110-01-068-5253
,7110-01-622-2276,Executive Office Chair,492.92,EA,H,KVPMSCA4954,5110-01-181-7030
,7110-01-622-2277,Executive Office Chair,423.56,EA,H,KVPMSCA4955,5110-01-060-1701
,7110-01-622-2278,Executive Office Chair,499.16,EA,H,KVPMSCA4956,5110-01-068-5253
,7110-01-622-2279,Executive Office Chair,492.92,EA,H,KVPMSCA4957,5110-01-181-7030
,7110-01-622-2280,Executive Office Chair,424.88,EA,H,KVPMSCA4958,5110-01-060-1701
,7110-01-622-2281,Executive Office Chair,423.56,EA,H,KVPMSCA4959,5110-01-068-5253
,7110-01-622-2282,Executive Office Chair,499.16,EA,H,KVPMSCA4960,5110-01-181-7030
,7110-01-622-2283,Executive Office Chair,492.92,EA,H,KVPMSCA4961,5110-01-060-1701
,7110-01-622-2284,Executive Office Chair,423.56,EA,H,KVPMSCA4962,5110-01-068-5253
,7110-01-622-2285,Executive Office Chair,424.88,EA,H,KVPMSCA4963,5110-01-181-7030
,7110-01-622-2286,Executive Office Chair,459.38,EA,H,KVPMSCA4964,5110-01-060-1701
,7110-01-622-2287,Executive Office Chair,423.56,EA,H,KVPMSCA4965,5110-01-068-5253
,7110-01-622-2288,Executive Office Chair,492.92,EA,H,KVPMSCA4966,5110-01-181-7030
,7110-01-622-2289,Executive Office Chair,424.88,EA,H,KVPMSCA4967,5110-01-060-1701
,7110-01-622-2290,Executive Office Chair,499.16,EA,H,KVPMSCA4968,5110-01-068-5253
,7110-01-622-2291,Executive Office Chair,481.91,EA,H,KVPMSCA4969,5110-01-181-7030
,7110-01-622-2293,Executive Office Chair,424.88,EA,H,KVPMSCA4970,5110-01-060-1701
,7110-01-622-2294,Executive Office Chair,424.88,EA,H,KVPMSCA4971,5110-01-068-5253
,7110-01-622-2295,Executive Office Chair,499.16,EA,H,KVPMSCA4972,5110-01-181-7030
,7110-01-622-2296,Executive Office Chair,481.91,EA,H,KVPMSCA4973,5110-01-060-1701
,7110-01-622-2297,Executive Office Chair,481.91,EA,H,KVPMSCA4974,5110-01-068-5253
,7110-01-622-2298,Executive Office Chair,424.88,EA,H,KVPMSCA4975,5110-01-181-7030
,7110-01-622-2299,Executive Office Chair,499.16,EA,H,KVPMSCA4976,5110-01-060-1701
,7110-01-622-2300,Executive Office Chair,424.88,EA,H,KVPMSCA4977,5110-01-068-5253
,7110-01-622-2301,Executive Office Chair,481.91,EA,H,KVPMSCA4978,5110-01-181-7030
,7110-01-622-2302,Executive Office Chair,424.88,EA,H,KVPMSCA4979,5110-01-060-1701
,7110-01-622-2303,Executive Office Chair,481.91,EA,H,KVPMSCA4980,5110-01-068-5253
,7110-01-622-2304,Executive Office Chair,424.88,EA,H,KVPMSCA4981,5110-01-181-7030
,7110-01-622-2306,Executive Office Chair,424.88,EA,H,KVPMSCA4982,5110-01-060-1701
,7110-01-622-2307,Executive Office Chair,481.91,EA,H,KVPMSCA4983,5110-01-068-5253
,7110-01-622-2308,Executive Office Chair,459.38,EA,H,KVPMSCA4984,5110-01-181-7030
,7110-01-622-2309,Executive Office Chair,424.88,EA,H,KVPMSCA4985,5110-01-060-1701
,7110-01-622-2310,Executive Office Chair,424.88,EA,H,KVPMSCA4986,5110-01-068-5253
,7110-01-622-2311,Executive Office Chair,481.91,EA,H,KVPMSCA4987,5110-01-181-7030
,7110-01-622-2312,Executive Office Chair,362.87,EA,H,KVPMSCA4988,5110-01-060-1701
,7110-01-622-2313,Executive Office Chair,423.56,EA,H,KVPMSCA4989,5110-01-068-5253
,7110-01-622-2314,Executive Office Chair,294.3,EA,H,KVPMSCA4990,5110-01-181-7030
,7110-01-622-2321,Executive Office Chair,423.56,EA,H,KVPMSCA4991,5110-01-060-1701
,7110-01-622-2326,Executive Office Chair,458.06,EA,H,KVPMSCA4992,5110-01-068-5253
,7110-01-622-2329,Executive Office Chair,294.3,EA,H,KVPMSCA4993,5110-01-181-7030
,7110-01-622-2335,Executive Office Chair,311.55,EA,H,KVPMSCA4994,5110-01-060-1701
,7110-01-622-2339,Executive Office Chair,294.3,EA,H,KVPMSCA4995,5110-01-068-5253
,7110-01-622-2341,Executive Office Chair,311.56,EA,H,KVPMSCA4996,5110-01-181-7030
,7110-01-622-2348,Executive Office Chair,294.3,EA,H,KVPMSCA4997,5110-01-060-1701
,7110-01-622-2349,Executive Office Chair,345.62,EA,H,KVPMSCA4998,5110-01-068-5253
,7110-01-622-2352,Executive Office Chair,345.62,EA,H,KVPMSCA4999,5110-01-181-7030
,7110-01-622-2354,Executive Office Chair,311.55,EA,H,KVPMSCA5000,5110-01-060-1701
,7110-01-622-2358,Executive Office Chair,345.62,EA,H,KVPMSCA5001,5110-01-068-5253
,7110-01-622-2360,Executive Office Chair,294.3,EA,H,KVPMSCA5002,5110-01-181-7030
,7110-01-622-2361,Executive Office Chair,345.62,EA,H,KVPMSCA5003,5110-01-060-1701
,7110-01-622-2364,Executive Office Chair,311.55,EA,H,KVPMSCA5004,5110-01-068-5253
,7110-01-622-2365,Executive Office Chair,345.62,EA,H,KVPMSCA5005,5110-01-181-7030
,7110-01-622-2369,Executive Office Chair,345.62,EA,H,KVPMSCA5006,5110-01-060-1701
,7110-01-622-2371,Executive Office Furniture,311.55,EA,H,KVPMSCA5007,5110-01-068-5253
,7110-01-622-2372,Executive Office Chair,345.62,EA,H,KVPMSCA5008,5110-01-181-7030
,7110-01-622-2373,Executive Office Chair,345.62,EA,H,KVPMSCA5009,5110-01-060-1701
,7110-01-622-2377,Executive Office Chair,345.62,EA,H,KVPMSCA5010,5110-01-068-5253
,7110-01-622-2378,Executive Office Lounge Chair,949.5,EA,H,KVPMSCA5011,5110-01-181-7030
,7110-01-622-2380,Executive Office Chair,345.62,EA,H,KVPMSCA5012,5110-01-060-1701
,7110-01-622-2381,Executive Office Lounge Chair,915,EA,H,KVPMSCA5013,5110-01-068-5253
,7110-01-622-2382,Executive Office Chair,294.3,EA,H,KVPMSCA5014,5110-01-181-7030
,7110-01-622-2383,Executive Office Chair,360.19,EA,H,KVPMSCA5015,5110-01-060-1701
,7110-01-622-2384,Executive Office Chair,345.62,EA,H,KVPMSCA5016,5110-01-068-5253
,7110-01-622-2385,Straight Chair,342.94,EA,H,KVPMSCA5017,5110-01-181-7030
,7110-01-622-2386,Executive Office Lounge Chair,915,EA,H,KVPMSCA5018,5110-01-060-1701
,7110-01-622-2387,Executive Office Chair,342.94,EA,H,KVPMSCA5019,5110-01-068-5253
,7110-01-622-2388,Executive Office Chair,342.94,EA,H,KVPMSCA5020,5110-01-181-7030
,7110-01-622-2389,Executive Office Lounge Chair,915,EA,H,KVPMSCA5021,5110-01-060-1701
,7110-01-622-2390,Executive Office Chair,342.94,EA,H,KVPMSCA5022,5110-01-068-5253
,7110-01-622-2391,Executive Office Chair,342.94,EA,H,KVPMSCA5023,5110-01-181-7030
,7110-01-622-2392,Executive Office Lounge Chair,915,EA,H,KVPMSCA5024,5110-01-060-1701
,7110-01-622-2393,Executive Office Chair,342.94,EA,H,KVPMSCA5025,5110-01-068-5253
,7110-01-622-2394,Executive Office Chair,342.94,EA,H,KVPMSCA5026,5110-01-181-7030
,7110-01-622-2395,Executive Office Chair,360.19,EA,H,KVPMSCA5027,5110-01-060-1701
,7110-01-622-2397,Executive Office Chair,342.94,EA,H,KVPMSCA5028,5110-01-068-5253
,7110-01-622-2398,Executive Office Chair,342.94,EA,H,KVPMSCA5029,5110-01-181-7030
,7110-01-622-2399,Executive Office Lounge Chair,915,EA,H,KVPMSCA5030,5110-01-060-1701
,7110-01-622-2403,Executive Office Chair,342.94,EA,H,KVPMSCA5031,5110-01-068-5253
,7110-01-622-2829,Executive Office Chair,682.08,EA,H,KVPMSCA5032,5110-01-181-7030
,7110-01-622-2830,Executive Office Chair,789.33,EA,H,KVPMSCA5033,5110-01-060-1701
,7110-01-622-2831,Executive Office Chair,716.58,EA,H,KVPMSCA5034,5110-01-068-5253
,7110-01-622-2832,Executive Office Chair,682.08,EA,H,KVPMSCA5035,5110-01-181-7030
,7110-01-622-2833,Executive Office Chair,682.08,EA,H,KVPMSCA5036,5110-01-060-1701
,7110-01-622-2834,Executive Office Chair,789.33,EA,H,KVPMSCA5037,5110-01-068-5253
,7110-01-622-2835,Executive Office Chair,789.33,EA,H,KVPMSCA5038,5110-01-181-7030
,7110-01-622-2836,Executive Office Chair,789.33,EA,H,KVPMSCA5039,5110-01-060-1701
,7110-01-622-2837,Executive Office Chair,682.08,EA,H,KVPMSCA5040,5110-01-068-5253
,7110-01-622-2838,Executive Office Chair,789.33,EA,H,KVPMSCA5041,5110-01-181-7030
,7110-01-622-2839,Executive Office Chair,594.14,EA,H,KVPMSCA5042,5110-01-060-1701
,7110-01-622-2840,Executive Office Chair,576.89,EA,H,KVPMSCA5043,5110-01-068-5253
,7110-01-622-2841,Executive Office Chair,697.76,EA,H,KVPMSCA5044,5110-01-181-7030
,7110-01-622-2842,Executive Office Chair,697.76,EA,H,KVPMSCA5045,5110-01-060-1701
,7110-01-622-2844,Executive Office Chair,908.14,EA,H,KVPMSCA5046,5110-01-068-5253
,7110-01-622-2845,Executive Office Chair,697.76,EA,H,KVPMSCA5047,5110-01-181-7030
,7110-01-622-2846,Executive Office Chair,576.31,EA,H,KVPMSCA5048,5110-01-060-1701
,7110-01-622-2847,Executive Office Chair,942.64,EA,H,KVPMSCA5049,5110-01-068-5253
,7110-01-622-2848,Executive Office Chair,697.76,EA,H,KVPMSCA5050,5110-01-181-7030
,7110-01-622-2849,Executive Office Chair,576.89,EA,H,KVPMSCA5051,5110-01-060-1701
,7110-01-622-2850,Executive Office Chair,908.14,EA,H,KVPMSCA5052,5110-01-068-5253
,7110-01-622-2851,Executive Office Chair,576.89,EA,H,KVPMSCA5053,5110-01-181-7030
,7110-01-622-2852,Executive Office Chair,697.76,EA,H,KVPMSCA5054,5110-01-060-1701
,7110-01-622-2853,Executive Office Chair,576.89,EA,H,KVPMSCA5055,5110-01-068-5253
,7110-01-622-2854,Executive Office Chair,908.14,EA,H,KVPMSCA5056,5110-01-181-7030
,7110-01-622-2855,Executive Office Chair,594.14,EA,H,KVPMSCA5057,5110-01-060-1701
,7110-01-622-2856,Executive Office Chair,908.14,EA,H,KVPMSCA5058,5110-01-068-5253
,7110-01-622-2857,Executive Office Chair,688.24,EA,H,KVPMSCA5059,5110-01-181-7030
,7110-01-622-2858,Executive Office Chair,688.24,EA,H,KVPMSCA5060,5110-01-060-1701
,7110-01-622-2859,Executive Office Chair,570.73,EA,H,KVPMSCA5061,5110-01-068-5253
,7110-01-622-2860,Executive Office Chair,570.73,EA,H,KVPMSCA5062,5110-01-181-7030
,7110-01-622-2861,Executive Office Chair,688.24,EA,H,KVPMSCA5063,5110-01-060-1701
,7110-01-622-2862,Executive Office Chair,570.73,EA,H,KVPMSCA5064,5110-01-068-5253
,7110-01-622-2863,Executive Office Chair,587.98,EA,H,KVPMSCA5065,5110-01-181-7030
,7110-01-622-2864,Executive Office Chair,570.73,EA,H,KVPMSCA5066,5110-01-060-1701
,7110-01-622-2865,Executive Office Chair,688.24,EA,H,KVPMSCA5067,5110-01-068-5253
,7110-01-622-2866,Executive Office Chair,570.73,EA,H,KVPMSCA5068,5110-01-181-7030
,7110-01-622-2867,Executive Office Chair,570.73,EA,H,KVPMSCA5069,5110-01-060-1701
,7110-01-622-2868,Executive Office Chair,704.94,EA,H,KVPMSCA5070,5110-01-068-5253
,7110-01-622-2869,Executive Office Chair,1077.17,EA,H,KVPMSCA5071,7110-01-622-2868
,7110-01-622-2870,Executive Office Chair,570.73,EA,H,KVPMSCA5072,7110-01-622-2868
,7110-01-622-2871,Executive Office Chair,1117.42,EA,H,KVPMSCA5073,7110-01-622-2868
,7110-01-622-2872,Executive Office Chair,688.24,EA,H,KVPMSCA5074,3510-00-273-9738
,7110-01-622-2874,Executive Office Chair,1077.17,EA,H,KVPMSCA5075,3510-00-273-9738
,7110-01-622-2875,Executive Office Chair,1077.17,EA,H,KVPMSCA5076,3510-00-273-9738
,7110-01-622-2876,Executive Office Chair,704.94,EA,H,KVPMSCA5077,3510-00-273-9739
,7110-01-622-2878,Executive Office Lounge Chair,915,EA,H,KVPMSCA5078,3510-00-273-9739
,7110-01-622-2879,Executive Office Lounge Chair,915,EA,H,KVPMSCA5079,3510-00-273-9739
,7110-01-622-2881,Executive Office Lounge Chair,915,EA,H,KVPMSCA5080,3510-01-622-7152
,7110-01-622-2883,Executive Office Lounge Chair,949.5,EA,H,KVPMSCA5081,3510-01-622-7152
,7110-01-622-3174,Executive Office Chair,653.75,EA,H,KVPMSCA5082,3510-01-622-7152
,7110-01-622-3175,Executive Office Chair,376.13,EA,H,KVPMSCA5083,7110-01-622-3174
,7110-01-622-3176,Executive Office Chair,376.13,EA,H,KVPMSCA5084,7110-01-622-3174
,7110-01-622-3177,Executive Office Chair,648.13,EA,H,KVPMSCA5085,7110-01-622-3174
,7110-01-622-3178,Executive Office Chair,376.13,EA,H,KVPMSCA5086,3510-00-273-9738
